ChoraleID,EventNum,C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B,Bass,Meter,Chord
000907b_,65,False,False,False,False,True,False,False,False,True,False,False,True,G#,5,E_M
000907b_,66,False,False,False,True,True,False,False,False,True,False,False,True,E,2,E_M
000907b_,67,False,True,False,False,False,False,True,False,False,False,True,False,F#,3,F#M
000907b_,68,False,True,False,False,True,False,True,False,False,False,True,False,F#,2,F#M
000907b_,69,False,False,False,True,False,False,True,False,False,False,False,True,B,4,B_M
000907b_,70,False,False,False,False,True,False,False,False,True,False,False,True,E,3,E_M
000907b_,71,False,False,False,False,True,False,True,False,False,True,False,True,F#,2,E_M
000907b_,72,False,False,False,False,True,False,False,False,True,False,False,True,G#,5,E_M
000907b_,73,False,True,False,False,True,False,False,False,False,True,False,False,A,2,A_M
000907b_,74,False,False,True,False,False,False,False,False,True,False,False,True,B,3,B_m
000907b_,75,False,False,True,False,False,False,True,False,False,False,False,True,B,2,B_m
000907b_,76,False,True,False,False,False,True,False,False,False,False,False,True,B,4,C#M7
000907b_,77,False,True,False,True,False,False,True,False,False,True,False,False,A,2,C#M7
000907b_,78,False,False,False,False,False,True,False,False,True,False,False,False,G#,3,C#M
000907b_,79,False,True,False,False,False,False,True,False,False,True,False,False,F#,2,C#M
000907b_,80,False,True,False,False,False,True,False,False,True,False,False,True,F,5,C#M7
000907b_,81,False,True,False,False,False,True,False,False,True,False,False,True,F,2,C#M7
000907b_,82,False,True,False,False,False,False,True,False,True,True,False,False,F#,3,F#m
000907b_,83,False,True,False,False,False,False,True,False,False,True,False,False,F#,2,F#m
000907b_,84,False,True,False,False,False,False,True,False,True,False,False,False,C#,4,C#M
000907b_,85,False,True,False,False,False,True,False,False,True,False,False,False,C#,2,C#M
000907b_,86,False,True,False,False,False,True,False,False,True,False,False,False,C#,3,C#M
000907b_,87,False,True,False,False,False,True,False,False,True,False,False,True,B,2,C#M
000907b_,88,False,True,False,False,False,False,True,False,False,True,False,False,A,5,F#m
000907b_,89,False,False,False,False,True,False,False,False,True,False,False,True,G#,2,F#m
000907b_,90,False,False,False,True,False,False,True,False,False,True,False,False,F#,3,D#d
000907b_,91,False,True,False,False,False,False,True,False,False,True,False,False,F#,2,D#d
000907b_,92,False,False,False,False,True,False,False,False,True,False,False,True,G#,4,E_M
000907b_,93,False,True,False,False,True,False,False,False,True,True,False,False,A,2,E_M
000907b_,94,False,False,False,True,False,False,True,False,False,False,False,True,B,3,B_M
000907b_,95,False,False,False,True,False,False,True,False,False,True,False,True,B,2,B_M
000907b_,96,False,True,False,False,True,False,False,True,False,False,False,True,B,5,A#d7
000907b_,97,False,True,False,False,True,False,False,True,False,False,True,False,A#,2,A#d7
000907b_,98,False,False,False,True,False,False,True,False,False,False,False,True,B,3,B_M
000907b_,99,False,False,False,True,False,False,False,False,False,True,False,True,B,2,B_M
000907b_,100,False,False,False,False,True,False,False,False,True,False,False,True,G#,4,E_M
001007b_,1,False,False,True,False,False,False,False,True,False,False,True,False,G,5,G_m
001007b_,2,True,False,False,False,False,True,False,False,False,True,False,False,A,4,F_M
001007b_,3,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001007b_,4,True,False,True,False,False,False,True,False,False,True,False,False,A,3,D_M7
001007b_,5,False,False,True,False,False,False,False,True,False,False,True,False,G,4,G_m
001007b_,6,False,False,True,False,False,False,True,False,False,True,False,False,F#,3,D_M
001007b_,7,False,False,False,True,False,False,False,True,False,False,True,False,G,5,EbM
001007b_,8,True,False,False,True,False,True,False,False,False,True,False,False,A,3,F_M7
001007b_,9,True,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001007b_,10,False,False,True,False,False,False,False,True,False,False,True,False,G,3,G_m
001007b_,11,True,False,False,True,False,False,False,True,False,False,True,False,Eb,5,C_m7
001007b_,12,True,False,False,False,False,False,False,True,False,False,True,False,C,3,C_m7
001007b_,13,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001007b_,14,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001007b_,15,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001007b_,16,False,False,False,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001007b_,17,True,False,False,False,False,True,False,False,False,True,False,False,F,5,F_M
001007b_,18,True,False,False,False,False,True,False,False,False,True,False,False,A,3,F_M
001007b_,19,True,False,False,True,False,False,False,True,False,False,False,False,C,4,C_m
001007b_,20,True,False,False,True,False,False,False,True,False,False,False,False,Eb,3,C_m
001007b_,21,False,False,True,False,False,False,False,True,False,False,True,False,D,5,G_m
001007b_,22,True,False,True,False,False,False,False,True,False,False,True,False,C,3,G_m
001007b_,23,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001007b_,24,True,False,True,False,False,False,True,False,False,True,False,False,D,3,D_M
001007b_,25,False,False,True,False,False,False,False,True,False,False,True,False,G,5,G_m
001007b_,26,False,False,True,False,False,False,False,True,False,False,True,False,G,5,G_m
001007b_,27,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001007b_,28,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001007b_,29,True,False,True,False,False,True,False,False,False,False,False,False,C,3,BbM
001007b_,30,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001007b_,31,False,False,True,False,False,False,True,False,False,True,False,False,A,3,D_M
001007b_,32,False,False,True,True,False,False,False,True,False,False,False,False,D,5,EbM7
001007b_,33,True,False,False,True,False,False,False,False,False,True,False,False,C,3,A_d
001007b_,34,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001007b_,35,False,False,True,False,False,True,False,False,False,False,True,False,D,3,BbM
001007b_,36,True,False,False,True,False,False,False,True,False,False,True,False,Eb,5,C_m7
001007b_,37,True,False,False,False,False,False,False,True,False,False,True,False,C,3,C_m7
001007b_,38,True,False,False,False,False,True,False,False,False,False,True,False,F,4,F_M
001007b_,39,True,False,False,False,False,True,False,False,False,True,False,False,F,3,F_M
001007b_,40,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001007b_,41,False,False,True,False,False,False,False,False,False,False,True,False,Bb,5,BbM
001007b_,42,True,False,True,False,False,False,False,False,False,False,False,False,C,3,BbM
001007b_,43,False,False,True,False,False,True,False,False,False,False,False,False,E,4,BbM
001007b_,44,False,False,False,True,False,True,False,True,False,False,False,False,Eb,3,BbM
001007b_,45,True,False,False,False,False,True,False,False,False,True,False,False,F,5,F_M
001007b_,46,True,False,False,False,False,True,False,True,False,False,True,False,F,3,F_M
001007b_,47,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001007b_,48,True,False,False,False,False,False,False,True,False,False,True,False,G,3,F_M
001007b_,49,True,False,False,False,False,False,False,False,False,True,False,False,A,5,F_M
001007b_,50,True,False,True,False,False,False,False,False,False,False,True,False,Bb,3,F_M
001007b_,51,True,False,False,False,True,False,False,True,False,False,False,False,C,4,C_M
001007b_,52,True,False,False,False,False,False,True,False,False,True,False,False,C,3,C_M
001007b_,53,False,False,True,False,False,False,False,True,False,False,True,False,Bb,5,G_m
001007b_,54,True,False,True,False,False,False,False,True,False,False,True,False,C,3,G_m
001007b_,55,False,False,True,False,False,True,False,False,False,True,False,False,D,4,D_m
001007b_,56,True,False,False,True,False,False,False,False,False,True,False,False,Eb,3,A_d
001007b_,57,False,False,True,False,False,True,False,True,False,False,False,True,F,5,G_M
001007b_,58,False,False,True,False,False,True,False,True,False,False,False,True,F,3,G_M
001007b_,59,True,False,False,True,False,False,False,True,False,False,False,False,Eb,4,C_m
001007b_,60,False,False,True,False,False,True,False,True,False,False,False,False,D,3,G_M7
001007b_,61,True,False,True,True,False,False,False,True,False,False,False,False,C,5,C_m
001007b_,62,False,False,True,True,False,False,False,True,False,False,False,False,D,3,C_m
001007b_,63,True,False,False,True,False,False,False,True,False,False,False,False,Eb,4,C_m
001007b_,64,True,False,False,True,False,True,False,True,False,False,False,False,F,3,C_m
001007b_,65,True,False,False,True,False,False,False,True,False,False,False,False,G,5,C_m
001007b_,66,False,False,True,False,False,False,False,True,False,False,False,True,G,4,G_M
001007b_,67,True,False,False,False,False,False,False,True,False,True,False,False,G,3,G_M
001007b_,68,False,False,True,False,False,False,False,True,False,False,False,True,G,5,G_M
001106b_,1,False,False,True,False,False,False,True,False,False,True,False,False,D,5,D_M
001106b_,2,False,True,True,False,False,False,True,False,False,True,False,False,C#,2,D_M
001106b_,3,False,False,True,False,False,False,True,False,False,False,False,True,B,3,B_m
001106b_,4,False,False,True,False,False,False,False,False,False,False,False,True,B,2,B_m
001106b_,5,False,False,True,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,6,False,True,False,False,True,False,False,False,False,True,False,False,A,2,A_M
001106b_,7,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001106b_,8,False,False,True,False,False,False,True,False,False,False,False,False,D,2,D_M
001106b_,9,False,False,True,False,False,False,True,False,False,False,False,True,D,3,D_M
001106b_,10,False,False,True,False,True,False,False,False,True,False,False,True,E,2,E_M7
001106b_,11,False,True,False,False,False,False,True,False,False,True,False,False,F#,3,F#m
001106b_,12,False,False,False,False,False,False,True,False,False,True,False,False,F#,2,F#m
001106b_,13,False,False,True,False,False,False,True,False,False,True,False,True,D,5,B_m7
001106b_,14,False,False,False,False,False,False,True,False,False,True,False,True,B,2,B_m7
001106b_,15,False,False,False,False,True,False,False,False,False,True,False,True,E,3,E_M4
001106b_,16,False,True,False,False,True,False,False,False,False,True,False,False,E,2,E_M
001106b_,17,False,False,True,False,True,False,False,False,True,False,False,False,E,3,E_M7
001106b_,18,False,True,False,False,True,False,False,False,False,True,False,False,A,4,A_M
001106b_,19,False,False,True,False,False,False,True,False,False,True,False,False,D,3,D_M
001106b_,20,False,True,True,False,False,False,True,False,False,True,False,False,D,2,D_M
001106b_,21,False,False,False,False,True,False,False,True,False,False,False,True,E,5,E_m
001106b_,22,False,True,False,False,True,False,False,True,False,False,False,False,E,2,E_m
001106b_,23,False,False,True,False,False,False,True,True,False,False,False,False,F#,3,D_M4
001106b_,24,False,False,True,False,False,False,True,True,False,True,False,False,F#,2,D_M4
001106b_,25,False,False,True,False,False,False,True,True,False,False,False,False,F#,3,D_M
001106b_,26,False,False,True,False,False,False,True,True,False,True,False,False,G,2,D_M
001106b_,27,False,False,True,False,True,False,False,False,False,True,False,False,A,4,A_M4
001106b_,28,False,True,False,False,True,False,False,True,False,True,False,False,G,2,A_M7
001106b_,29,False,False,False,False,True,False,False,True,False,True,False,True,G,1,A_M7
001106b_,30,False,True,False,False,True,False,True,False,False,True,False,False,F#,3,F#m7
001106b_,31,False,True,False,False,True,False,True,True,False,False,False,False,F#,2,F#m7
001106b_,32,False,False,True,False,False,False,True,False,False,False,False,True,B,3,B_m
001106b_,33,False,False,True,False,False,False,True,False,False,True,False,False,A,2,B_m
001106b_,34,False,False,True,False,True,False,False,True,False,False,False,True,G,5,E_m7
001106b_,35,False,False,True,False,True,False,False,False,False,False,False,True,E,2,E_m7
001106b_,36,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,37,False,False,False,False,True,False,False,False,False,True,False,True,A,2,A_M
001106b_,38,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,39,False,True,False,False,True,False,False,True,False,True,False,False,A,2,A_M
001106b_,40,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001106b_,41,False,False,True,False,False,False,True,False,False,True,False,False,D,5,D_M
001106b_,42,False,True,True,False,False,False,True,False,False,True,False,False,C#,2,D_M
001106b_,43,False,False,True,False,False,False,True,False,False,False,False,True,B,3,B_m
001106b_,44,False,False,True,False,False,False,False,False,False,False,False,True,B,2,B_m
001106b_,45,False,False,True,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,46,False,True,False,False,True,False,False,False,False,True,False,False,A,2,A_M
001106b_,47,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001106b_,48,False,False,True,False,False,False,True,False,False,False,False,False,D,2,D_M
001106b_,49,False,False,True,False,False,False,True,False,False,False,False,True,D,3,B_m
001106b_,50,False,False,True,False,True,False,False,False,True,False,False,True,E,2,E_M7
001106b_,51,False,True,False,False,False,False,True,False,False,True,False,False,F#,3,F#m
001106b_,52,False,False,False,False,False,False,True,False,False,True,False,False,F#,2,F#m
001106b_,53,False,False,True,False,False,False,True,False,False,True,False,True,D,5,B_m7
001106b_,54,False,False,False,False,False,False,True,False,False,True,False,True,B,2,B_m7
001106b_,55,False,False,False,False,True,False,False,False,False,True,False,True,E,3,E_M4
001106b_,56,False,True,False,False,True,False,False,False,False,True,False,False,E,2,E_M4
001106b_,57,False,False,True,False,True,False,False,False,True,False,False,False,E,3,E_M
001106b_,58,False,True,False,False,True,False,False,False,False,True,False,False,A,4,A_M
001106b_,59,False,False,True,False,False,False,True,False,False,True,False,False,D,3,D_M
001106b_,60,False,True,True,False,False,False,True,False,False,True,False,False,D,2,D_M
001106b_,61,False,False,False,False,True,False,False,True,False,False,False,True,E,5,E_m
001106b_,62,False,True,False,False,True,False,False,True,False,False,False,False,E,2,E_m
001106b_,63,False,False,True,False,False,False,True,True,False,False,False,False,F#,3,D_M4
001106b_,64,False,False,True,False,False,False,True,True,False,True,False,False,F#,2,D_M4
001106b_,65,False,False,True,False,False,False,True,True,False,False,False,False,F#,3,D_M
001106b_,66,False,False,True,False,False,False,True,True,False,True,False,False,G,2,D_M
001106b_,67,False,False,True,False,True,False,False,False,False,True,False,False,A,4,A_M4
001106b_,68,False,True,False,False,True,False,False,True,False,True,False,False,B,2,A_M7
001106b_,69,False,False,False,False,True,False,False,True,False,True,False,True,B,1,A_M7
001106b_,70,False,True,False,False,True,False,True,False,False,True,False,False,F#,3,F#m7
001106b_,71,False,True,False,False,True,False,True,True,False,False,False,False,F#,2,F#m7
001106b_,72,False,False,True,False,False,False,True,False,False,False,False,True,B,3,B_m
001106b_,73,False,False,True,False,False,False,True,False,False,True,False,False,A,2,B_m
001106b_,74,False,False,True,False,True,False,False,True,False,False,False,True,G,5,E_m7
001106b_,75,False,False,True,False,True,False,False,False,False,False,False,True,E,2,E_m7
001106b_,76,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,77,False,False,False,False,True,False,False,False,False,True,False,True,A,2,A_M
001106b_,78,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,79,False,True,False,False,True,False,False,True,False,True,False,False,A,2,A_M
001106b_,80,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001106b_,81,False,True,False,False,True,False,False,False,False,True,False,False,A,5,A_M
001106b_,82,False,False,False,False,True,False,False,False,True,True,False,True,A,2,A_M
001106b_,83,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,84,False,True,False,False,True,False,False,True,False,True,False,False,G,2,A_M
001106b_,85,False,True,False,False,False,False,True,False,False,True,False,False,F#,3,F#m
001106b_,86,False,False,False,True,False,False,True,False,False,True,False,False,F#,2,F#m
001106b_,87,False,False,False,False,True,False,False,True,False,False,False,True,E,4,E_m
001106b_,88,False,False,False,False,True,False,False,True,False,True,False,False,E,2,E_m
001106b_,89,False,False,False,False,True,False,False,True,False,False,False,True,E,3,G_M
001106b_,90,False,False,True,False,False,False,False,True,False,False,False,True,D,2,G_M
001106b_,91,True,False,False,False,True,False,False,True,False,False,False,False,C,3,C_M
001106b_,92,False,False,False,False,True,False,False,True,False,False,False,True,B,2,C_M
001106b_,93,True,False,False,False,True,False,True,False,False,True,False,False,A,5,A_m
001106b_,94,True,False,False,False,True,False,True,False,False,False,False,False,F#,2,F#m
001106b_,95,False,False,False,True,False,False,True,False,False,False,False,True,B,3,B_M
001106b_,96,False,True,False,False,True,False,False,False,False,False,False,True,B,2,B_M
001106b_,97,False,False,False,True,False,False,True,False,False,False,False,True,B,3,B_M
001106b_,98,False,False,False,True,False,False,True,False,False,True,False,True,B,2,B_M
001106b_,99,False,False,False,False,True,False,False,True,False,False,False,True,E,4,E_m
001106b_,100,False,False,False,True,False,False,True,False,False,False,False,True,B,5,B_M
001106b_,101,False,True,False,True,False,False,True,False,False,False,False,True,C#,2,B_M
001106b_,102,False,False,False,True,False,False,True,False,False,False,False,True,D#,3,B_M
001106b_,103,False,False,False,True,False,False,True,True,False,False,False,True,D#,2,B_M
001106b_,104,False,False,False,True,False,False,True,False,False,True,False,True,B,3,B_M
001106b_,105,False,False,False,True,False,False,True,False,False,False,False,True,B,2,B_M
001106b_,106,False,False,False,False,True,False,False,True,False,False,False,False,E,4,E_m
001106b_,107,False,False,False,False,True,False,True,True,False,False,False,False,E,2,E_m
001106b_,108,False,False,False,False,True,False,False,True,False,False,False,True,E,3,E_m
001106b_,109,False,False,False,False,True,False,True,False,False,True,False,True,F#,2,E_m
001106b_,110,False,False,False,False,True,False,False,True,False,False,False,True,G,3,E_m
001106b_,111,False,False,True,False,False,False,True,False,False,False,False,True,F#,2,E_m
001106b_,112,False,True,False,False,True,False,False,True,False,False,False,True,E,5,C#m7
001106b_,113,False,True,True,False,False,False,True,False,False,False,False,True,D,2,C#m7
001106b_,114,False,True,False,False,True,False,False,False,False,False,False,True,C#,3,C#m7
001106b_,115,False,True,True,False,False,False,False,False,False,False,False,True,C#,2,C#m7
001106b_,116,False,True,False,False,True,False,True,False,False,False,True,False,F#,3,F#M7
001106b_,117,False,False,True,False,False,False,False,False,False,False,False,True,F#,4,B_m
001106b_,118,False,True,False,False,False,False,True,False,False,False,True,False,B,3,F#M
001106b_,119,False,False,True,False,False,False,True,False,False,False,False,True,F#,5,B_m
001106b_,120,False,False,True,False,True,False,False,False,False,False,False,True,B,2,B_m
001106b_,121,False,False,True,False,False,False,True,False,False,False,False,True,B,3,B_m
001106b_,122,False,False,True,False,False,False,True,False,False,True,False,False,A,2,B_m
001106b_,123,False,False,True,False,False,False,True,True,False,False,False,True,G,3,B_m
001106b_,124,False,False,True,False,False,False,True,False,False,True,False,False,F#,2,B_m
001106b_,125,False,True,False,False,True,False,False,True,False,False,False,False,E,4,C#m
001106b_,126,False,False,True,False,False,False,True,True,False,False,False,False,D,2,C#m
001106b_,127,False,True,False,False,True,False,False,True,False,False,False,False,C#,3,C#d
001106b_,128,False,True,False,False,True,False,False,True,False,True,False,False,C#,2,A_M7
001106b_,129,False,False,True,False,False,False,True,False,False,True,False,False,D,3,D_M
001106b_,130,False,False,True,False,False,False,True,False,True,False,False,False,D,2,D_M
001106b_,131,False,False,True,False,True,False,False,False,False,True,False,False,A,5,A_M4
001106b_,132,False,False,False,False,True,False,False,False,False,True,False,True,A,2,A_M4
001106b_,133,False,True,False,False,True,False,False,False,False,True,False,False,A,3,A_M
001106b_,134,False,False,True,False,False,False,True,False,False,True,False,False,F#,3,D_M
001106b_,135,False,False,True,False,False,False,False,True,False,False,False,True,G,4,G_M
001106b_,136,False,False,True,False,False,False,False,True,False,True,False,True,G,2,G_M
001106b_,137,False,False,False,False,False,False,False,True,False,False,False,True,G,3,G_M
001106b_,138,False,True,False,False,False,False,True,False,False,True,False,False,A,2,G_M
001106b_,139,False,False,True,False,False,False,True,True,False,False,False,True,B,3,A_M7
001106b_,140,False,True,False,False,True,False,False,True,False,True,False,False,C#,2,A_M7
001106b_,141,False,False,True,False,False,False,True,False,False,True,False,False,D,5,D_M
001106b_,142,False,False,True,False,True,False,False,True,False,False,False,True,G,2,D_M
001106b_,143,False,False,True,False,True,False,False,False,False,True,False,False,A,3,A_M4
001106b_,144,False,False,False,False,True,False,False,False,False,True,False,True,A,2,A_M4
001106b_,145,False,True,False,False,True,False,False,True,False,True,False,False,A,3,A_M7
001106b_,146,False,True,True,False,False,False,False,True,False,True,False,False,A,2,A_M7
001106b_,147,False,False,True,False,False,False,True,False,False,True,False,False,D,4,D_M
001207b_,1,False,False,True,False,False,True,False,False,False,False,True,False,Bb,3,BbM
001207b_,2,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001207b_,3,True,False,False,False,False,True,False,False,False,True,False,False,A,3,F_M
001207b_,4,True,False,False,True,False,True,False,False,False,True,False,False,A,2,F_M
001207b_,5,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,6,False,False,False,True,False,False,False,True,False,False,True,False,G,3,EbM
001207b_,7,True,False,False,True,False,False,False,True,False,False,True,False,G,2,EbM
001207b_,8,False,False,True,False,False,True,False,False,False,False,True,False,D,5,BbM
001207b_,9,True,False,False,False,False,True,False,False,False,True,False,False,F,3,F_M
001207b_,10,True,False,False,True,False,True,False,False,False,True,False,False,F,2,F_M
001207b_,11,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,12,False,False,False,True,False,False,False,True,False,False,True,False,Eb,3,EbM
001207b_,13,False,False,True,True,False,False,False,True,False,False,True,False,Eb,2,EbM
001207b_,14,True,False,False,False,False,True,False,False,False,True,False,False,F,5,F_M
001207b_,15,False,False,False,True,False,False,False,True,False,False,True,False,G,3,EbM
001207b_,16,True,False,False,True,False,False,False,True,False,True,True,False,A,2,EbM
001207b_,17,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,18,False,False,True,False,False,True,False,False,False,True,True,False,Bb,2,BbM
001207b_,19,False,False,False,True,False,False,False,True,False,False,True,False,Eb,3,EbM
001207b_,20,True,False,False,True,False,False,False,True,False,False,True,False,Eb,2,EbM
001207b_,21,True,False,False,False,False,True,False,False,False,False,True,False,F,5,F_M
001207b_,22,True,False,False,True,False,True,False,False,False,True,False,False,F,3,F_M7
001207b_,23,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,24,False,False,True,False,False,True,False,False,False,False,True,False,Bb,3,BbM
001207b_,25,False,False,True,False,False,True,False,False,False,False,True,False,Bb,5,BbM
001207b_,26,True,False,False,False,False,True,False,False,False,True,False,False,A,3,F_M
001207b_,27,True,False,False,True,False,True,False,False,False,True,False,False,A,2,F_M
001207b_,28,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,29,False,False,False,True,False,False,False,True,False,False,True,False,G,3,EbM
001207b_,30,True,False,False,True,False,False,False,True,False,False,True,False,G,2,EbM
001207b_,31,False,False,True,False,False,True,False,False,False,False,True,False,D,5,BbM
001207b_,32,True,False,False,False,False,True,False,False,False,True,False,False,F,3,F_M
001207b_,33,True,False,False,True,False,True,False,False,False,True,False,False,F,2,F_M
001207b_,34,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,35,False,False,False,True,False,False,False,True,False,False,True,False,Eb,3,EbM
001207b_,36,False,False,True,True,False,False,False,True,False,False,True,False,Eb,2,EbM
001207b_,37,True,False,False,False,False,True,False,False,False,True,False,False,F,5,F_M
001207b_,38,False,False,False,True,False,False,False,True,False,False,True,False,G,3,EbM
001207b_,39,True,False,False,True,False,False,False,True,False,True,True,False,A,2,EbM
001207b_,40,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,41,False,False,True,False,False,True,False,False,False,True,True,False,Bb,2,BbM
001207b_,42,False,False,False,True,False,False,False,True,False,False,True,False,Eb,3,EbM
001207b_,43,True,False,False,True,False,False,False,True,False,False,True,False,Eb,2,EbM
001207b_,44,True,False,False,False,False,True,False,False,False,False,True,False,F,5,F_M
001207b_,45,True,False,False,True,False,True,False,False,False,True,False,False,F,3,F_M
001207b_,46,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001207b_,47,False,False,True,False,False,True,False,False,False,False,True,False,Bb,3,BbM
001207b_,48,False,False,True,False,False,True,False,False,True,False,True,False,Bb,2,BbM
001207b_,49,False,False,False,True,False,False,False,True,False,False,True,False,Eb,5,EbM
001207b_,50,False,False,True,True,False,False,False,True,False,False,True,False,Eb,2,EbM
001207b_,51,True,False,False,False,True,False,False,True,False,False,False,False,E,3,C_M
001207b_,52,True,False,False,False,True,False,False,True,False,False,True,False,E,2,C_M
001207b_,53,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001207b_,54,True,False,False,False,False,True,False,False,False,True,True,False,F,2,F_M
001207b_,55,True,False,False,True,False,True,False,False,False,True,False,False,Eb,3,F_M7
001207b_,56,True,False,False,True,False,True,False,True,False,True,False,False,Eb,2,F_M7
001207b_,57,False,False,True,False,False,True,False,False,False,False,True,False,D,5,BbM
001207b_,58,False,False,True,True,False,True,False,False,False,False,True,False,D,2,BbM
001207b_,59,False,False,True,False,False,True,False,False,False,False,True,False,D,3,BbM
001207b_,60,False,False,True,False,False,True,False,False,True,False,False,False,D,2,BbM
001207b_,61,False,False,False,True,False,False,False,True,False,False,True,False,Eb,4,EbM
001207b_,62,False,False,False,True,False,False,False,True,False,True,True,False,Eb,2,EbM
001207b_,63,False,False,True,False,False,True,False,False,False,False,True,False,Bb,3,BbM
001207b_,64,False,False,True,False,False,True,False,False,False,False,True,False,Bb,2,BbM
001207b_,65,True,False,False,False,True,False,False,True,False,False,False,False,C,5,C_M
001207b_,66,False,False,True,False,False,True,False,False,False,False,True,False,D,3,BbM
001207b_,67,False,False,True,False,True,True,False,True,False,False,True,False,E,2,BbM
001207b_,68,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001207b_,69,True,False,False,False,False,True,False,False,False,True,False,False,F,2,F_M
001207b_,70,False,False,True,False,False,False,False,True,False,False,True,False,Bb,3,G_m
001207b_,71,False,False,True,False,False,True,False,True,False,False,True,False,Bb,2,G_m
001207b_,72,True,False,False,False,False,True,False,True,False,False,False,False,C,5,C_M4
001207b_,73,True,False,True,False,False,True,False,True,False,False,False,False,C,2,C_M4
001207b_,74,True,False,False,False,True,False,False,True,False,False,False,False,C,3,C_M7
001207b_,75,True,False,False,False,True,False,False,True,False,False,True,False,C,2,C_M7
001207b_,76,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001207b_,77,False,False,True,False,False,True,False,False,False,False,True,False,D,3,BbM
001207b_,78,False,False,False,True,False,False,False,True,False,False,True,False,G,5,EbM
001207b_,79,True,False,False,True,False,False,False,True,False,True,False,False,A,2,EbM
001207b_,80,False,False,True,False,False,True,False,False,False,False,True,False,Bb,3,BbM
001207b_,81,False,False,True,True,False,False,False,True,False,False,True,False,Bb,2,BbM
001207b_,82,True,False,False,False,False,True,False,False,False,True,False,False,F,4,F_M
001207b_,83,True,False,False,True,False,True,False,True,False,True,False,False,Eb,2,F_M
001207b_,84,False,False,True,False,False,True,False,False,False,False,True,False,D,3,BbM
001207b_,85,False,False,True,False,False,True,False,False,False,False,True,False,Bb,2,BbM
001207b_,86,True,False,False,False,False,True,False,False,False,False,True,False,F,5,F_M4
001207b_,87,True,False,False,False,False,True,False,True,False,False,True,False,F,2,F_M4
001207b_,88,True,False,False,False,False,True,False,False,False,True,True,False,F,1,F_M4
001207b_,89,True,False,False,False,False,True,False,False,False,True,False,False,F,3,F_M
001207b_,90,True,False,False,False,False,True,False,False,False,True,True,False,F,1,F_M
001207b_,91,False,False,True,False,False,True,False,False,False,False,True,False,B,4,BbM
001306b_,1,False,False,True,False,False,False,False,False,False,False,True,False,Bb,3,BbM
001306b_,2,False,False,False,True,False,False,False,True,False,False,True,False,Eb,5,EbM
001306b_,3,False,False,True,True,False,False,False,True,False,False,True,False,D,2,EbM
001306b_,4,True,False,False,True,False,False,False,False,False,True,False,False,C,3,A_d
001306b_,5,False,False,True,False,False,True,False,False,False,False,True,False,Bb,4,BbM
001306b_,6,False,False,False,True,False,True,False,False,False,False,True,False,Bb,2,BbM
001306b_,7,True,False,False,False,False,True,False,False,False,True,False,False,A,3,F_M
001306b_,8,False,False,False,True,False,False,False,True,False,False,True,False,G,5,EbM
